date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:17:54	27046/27046	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:17:50%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3525-inscricoes-i-olimpiadas-municipais	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3525-inscricoes-i-olimpiadas-municipais.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:17:55	8808/8808	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jan%202022%2002:17:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/5BFB2ED8-1F0B-4864-B6D9-3C107E33BE8E_120x80.jpeg	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/5BFB2ED8-1F0B-4864-B6D9-3C107E33BE8E_120x80.jpg	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:17:55	26044/26044	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:17:52%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3524-comunicado-06-pacto-pela-aprendizagem	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3524-comunicado-06-pacto-pela-aprendizagem.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:17:56	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/RESULTADOPROVA_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/RESULTADOPROVA_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:17:57	26020/26020	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:17:54%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3522-comunicado-04-pacto-pela-aprendizagem	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3522-comunicado-04-pacto-pela-aprendizagem.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:00	26108/26108	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:17:56%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3521-gabarito-da-prova-objetiva-programa-pacto-pela-aprendizagem	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3521-gabarito-da-prova-objetiva-programa-pacto-pela-aprendizagem.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:01	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/RECURSOS_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/RECURSOS_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:02	27338/27338	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:17:59%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3520-pacto-pela-aprendizagem-horario-e-local-de-prova-objetiva	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3520-pacto-pela-aprendizagem-horario-e-local-de-prova-objetiva.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:04	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/Resultadoprovaobjetiva_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/Resultadoprovaobjetiva_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:05	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/ppa-gab-site-1_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/ppa-gab-site-1_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:05	27475/27475	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3517-comunicado-01-edital-005l-2021-pacto-pela-aprendizagem	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3517-comunicado-01-edital-005l-2021-pacto-pela-aprendizagem.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:07	27183/27183	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:04%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3515-edital-arte-e-criacao-sao-goncalo-do-amarante-153-anos	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3515-edital-arte-e-criacao-sao-goncalo-do-amarante-153-anos.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:08	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capaprovapacto_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capaprovapacto_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:09	11740/11740	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capaaldirblanc2_120x80.jpeg	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capaaldirblanc2_120x80.jpg	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:10	29665/29665	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:07%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3494-carta-aberta-o-servidor-publico-a-defesa-da-vida-e-a-construcao-de-uma-nova-historia	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3494-carta-aberta-o-servidor-publico-a-defesa-da-vida-e-a-construcao-de-uma-nova-historia.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:11	27264/27264	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:08%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3491-edital-005l-2021-pacto-pela-aprendizagem	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3491-edital-005l-2021-pacto-pela-aprendizagem.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:11	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicadopacto_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicadopacto_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:13	26828/26828	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:11%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3490-posse-e-lotacao-11-convocacao-do-concurso-publico-de-2019	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3490-posse-e-lotacao-11-convocacao-do-concurso-publico-de-2019.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:16	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacartaprefeito_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacartaprefeito_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:17	27212/27212	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:13%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3488-beneficiarios-com-credito-cartao-mais-infancia-ceara	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3488-beneficiarios-com-credito-cartao-mais-infancia-ceara.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:17	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capapacto_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capapacto_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:19	27458/27458	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:16%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3489-20-convocacao-processo-seletivo-simplificado-2021	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3489-20-convocacao-processo-seletivo-simplificado-2021.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:20	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capalistadepresenca28_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capalistadepresenca28_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:21	27424/27424	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:18%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3483-11-convocacao-concurso-publico-de-2019	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3483-11-convocacao-concurso-publico-de-2019.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:25	26797/26797	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:20%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3476-19-convocacao-processo-seletivo-simplificado-2021	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3476-19-convocacao-processo-seletivo-simplificado-2021.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:25	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capamaisinfancia_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capamaisinfancia_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:25	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capa20convocacao_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capa20convocacao_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:26	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capa11edital_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capa11edital_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:28	27648/27648	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:24%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3468-orientacoes-para-posse-e-lotacao-da-10-convocacao-do-concurso-publico-de-2019	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3468-orientacoes-para-posse-e-lotacao-da-10-convocacao-do-concurso-publico-de-2019.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:30	27620/27620	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:26%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3466-indeferimentos-10-convocacao-do-concurso-publico-de-2019	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3466-indeferimentos-10-convocacao-do-concurso-publico-de-2019.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:32	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/19convocacaoconcurso_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/19convocacaoconcurso_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:33	28111/28111	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:29%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3465-mutirao-de-limpeza-sera-realizado-neste-sabado-18	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3465-mutirao-de-limpeza-sera-realizado-neste-sabado-18.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:34	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicado27_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicado27_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:35	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/caparesultado10convocacao_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/caparesultado10convocacao_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:35	26949/26949	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:32%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3464-plataforma-pode-falar-sera-lancada-nesta-quinta-16	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3464-plataforma-pode-falar-sera-lancada-nesta-quinta-16.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:37	27654/27654	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:34%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3463-orientacoes-para-vacinacao-de-individuos-que-se-vacinaram-em-outros-estados-ou-municipios-do-ceara	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3463-orientacoes-para-vacinacao-de-individuos-que-se-vacinaram-em-outros-estados-ou-municipios-do-ceara.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:38	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capamutirao_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capamutirao_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:40	27820/27820	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:37%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3462-comunicado-26-lista-de-presenca-ausencia-reclassificacao-da-decima-convocacao-do-concurso-publico-de-2019	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3462-comunicado-26-lista-de-presenca-ausencia-reclassificacao-da-decima-convocacao-do-concurso-publico-de-2019.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:41	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capalivepodefalar_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capalivepodefalar_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:44	26792/26792	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:40%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3460-18-convocacao-processo-seletivo-simplificado-2021	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3460-18-convocacao-processo-seletivo-simplificado-2021.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:44	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capanotaestado_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capanotaestado_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:46	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicado26_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicado26_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:46	27642/27642	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:43%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3459-presenca-ausencia-reclassificacao-10-convocacao-do-concurso-publico-de-2019	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/servicos-sao-goncalo/concursos/3459-presenca-ausencia-reclassificacao-10-convocacao-do-concurso-publico-de-2019.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:48	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capa18convocacao_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capa18convocacao_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:53	38601/38601	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Jan%202022%2002:17:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicado25_120x80.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/cache/mod_news_show_sp2/nssp2_thumbs/145/capacomunicado25_120x80.png	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:53	81726/81726	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:46%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3380-lista-1-vacinacao-contra-a-covid-19-do-publico-geral	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/novasnoticias/3380-lista-1-vacinacao-contra-a-covid-19-do-publico-geral.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:55	31783/31783	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:52%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3383-inexigibilidade-de-chamamento-publico-processo-inex-cham-n-001-2021-seduc	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3383-inexigibilidade-de-chamamento-publico-processo-inex-cham-n-001-2021-seduc.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:57	25545/25545	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:53%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3317-inexigibilidade-de-chamamento-publico-processo-inex-cham-001-2021-sde	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3317-inexigibilidade-de-chamamento-publico-processo-inex-cham-001-2021-sde.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:18:58	24597/24597	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:55%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3222-aviso-de-julgamento-da-habilitacao-da-tomada-de-precos-no-01-2021-segov	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3222-aviso-de-julgamento-da-habilitacao-da-tomada-de-precos-no-01-2021-segov.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:19:00	24931/24931	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:56%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3221-extrato-de-dispensa-de-licitacao-n-02-2021-covid	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3221-extrato-de-dispensa-de-licitacao-n-02-2021-covid.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:19:01	586/586	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jun%202020%2020:23:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/media/modals/images/bootstrap/controls.png	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/media/modals/images/bootstrap/controls.png	(from http://saogoncalodoamarante.ce.gov.br/portal/yt-assets/4e8eada05f2a0196de6097474f147d5a.css)
23:19:01	24773/24773	---MC-	200	added ('OK')	text/html	date:Sun,%2002%20Jan%202022%2002:18:58%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3168-extrato-de-dispensa-de-licitacao-n-01-2021-sesa	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/index.php/transparencia-municipal/publicacoes/3168-extrato-de-dispensa-de-licitacao-n-01-2021-sesa.html	(from http://saogoncalodoamarante.ce.gov.br/portal/)
23:19:01	2608/2608	---M--	200	added ('OK')	image/gif	date:Thu,%2004%20Jun%202020%2020:23:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/media/modals/images/bootstrap/loading.gif	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/media/modals/images/bootstrap/loading.gif	(from http://saogoncalodoamarante.ce.gov.br/portal/yt-assets/4e8eada05f2a0196de6097474f147d5a.css)
23:19:02	1555/1555	---MC-	404	error ('Categoria%20n%c3%a3o%20encontrada')	text/html	date:Sun,%2002%20Jan%202022%2002:19:00%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/templates/sj_time/asset/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/templates/sj_time/asset/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://saogoncalodoamarante.ce.gov.br/portal/yt-assets/4e8eada05f2a0196de6097474f147d5a.css)
23:19:03	1555/1555	---MC-	404	error ('Categoria%20n%c3%a3o%20encontrada')	text/html	date:Sun,%2002%20Jan%202022%2002:19:01%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/templates/sj_time/asset/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/templates/sj_time/asset/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://saogoncalodoamarante.ce.gov.br/portal/yt-assets/4e8eada05f2a0196de6097474f147d5a.css)
23:19:04	1555/1555	---MC-	404	error ('Categoria%20n%c3%a3o%20encontrada')	text/html	date:Sun,%2002%20Jan%202022%2002:19:03%20GMT	http://saogoncalodoamarante.ce.gov.br/portal/templates/sj_time/asset/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/Meus%20Sites/PMSGA/saogoncalodoamarante.ce.gov.br/portal/templates/sj_time/asset/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://saogoncalodoamarante.ce.gov.br/portal/yt-assets/4e8eada05f2a0196de6097474f147d5a.css)
